date,store_id,daily_sales,promotion_active,day_of_week,month,is_weekend,store_size,city_population
2022-10-17,store_1,142.42,0,0,10,0,small,50000
2022-10-18,store_1,133.41,0,1,10,0,small,50000
2022-10-19,store_1,140.44,0,2,10,0,small,50000
2022-10-20,store_1,134.12,0,3,10,0,small,50000
2022-10-21,store_1,142.22,0,4,10,0,small,50000
2022-10-22,store_1,166.73,0,5,10,1,small,50000
2022-10-23,store_1,165.12,0,6,10,1,small,50000
2022-10-24,store_1,115.39,0,0,10,0,small,50000
2022-10-25,store_1,140.56,0,1,10,0,small,50000
2022-10-26,store_1,129.67,0,2,10,0,small,50000
2022-10-27,store_1,118.96,0,3,10,0,small,50000
2022-10-28,store_1,125.7,0,4,10,0,small,50000
2022-10-29,store_1,187.22,0,5,10,1,small,50000
2022-10-30,store_1,181.64,0,6,10,1,small,50000
2022-10-31,store_1,126.08,0,0,10,0,small,50000
2022-11-01,store_1,174.29,0,1,11,0,small,50000
2022-11-02,store_1,155.83,0,2,11,0,small,50000
2022-11-03,store_1,162.71,0,3,11,0,small,50000
2022-11-04,store_1,158.55,0,4,11,0,small,50000
2022-11-05,store_1,201.65,0,5,11,1,small,50000
2022-11-06,store_1,212.97,0,6,11,1,small,50000
2022-11-07,store_1,171.26,0,0,11,0,small,50000
2022-11-08,store_1,153.08,0,1,11,0,small,50000
2022-11-09,store_1,166.24,0,2,11,0,small,50000
2022-11-10,store_1,148.08,0,3,11,0,small,50000
2022-11-11,store_1,179.73,0,4,11,0,small,50000
2022-11-12,store_1,260.24,1,5,11,1,small,50000
2022-11-13,store_1,243.18,0,6,11,1,small,50000
2022-11-14,store_1,141.39,0,0,11,0,small,50000
2022-11-15,store_1,152.49,0,1,11,0,small,50000
2022-11-16,store_1,162.65,0,2,11,0,small,50000
2022-11-17,store_1,172.34,0,3,11,0,small,50000
2022-11-18,store_1,177.37,0,4,11,0,small,50000
2022-11-19,store_1,230.69,0,5,11,1,small,50000
2022-11-20,store_1,178.73,0,6,11,1,small,50000
2022-11-21,store_1,162.22,0,0,11,0,small,50000
2022-11-22,store_1,147.33,0,1,11,0,small,50000
2022-11-23,store_1,169.31,0,2,11,0,small,50000
2022-11-24,store_1,170.93,0,3,11,0,small,50000
2022-11-25,store_1,160.87,0,4,11,0,small,50000
2022-11-26,store_1,197.85,0,5,11,1,small,50000
2022-11-27,store_1,188.5,0,6,11,1,small,50000
2022-11-28,store_1,148.17,0,0,11,0,small,50000
2022-11-29,store_1,147.58,0,1,11,0,small,50000
2022-11-30,store_1,157.55,0,2,11,0,small,50000
2022-12-01,store_1,192.29,0,3,12,0,small,50000
2022-12-02,store_1,179.2,0,4,12,0,small,50000
2022-12-03,store_1,211.85,0,5,12,1,small,50000
2022-12-04,store_1,210.72,0,6,12,1,small,50000
2022-12-05,store_1,187.58,0,0,12,0,small,50000
2022-12-06,store_1,205.39,0,1,12,0,small,50000
2022-12-07,store_1,179.1,0,2,12,0,small,50000
2022-12-08,store_1,168.06,0,3,12,0,small,50000
2022-12-09,store_1,163.67,0,4,12,0,small,50000
2022-12-10,store_1,331.68,1,5,12,1,small,50000
2022-12-11,store_1,355.81,1,6,12,1,small,50000
2022-12-12,store_1,173.44,0,0,12,0,small,50000
2022-12-13,store_1,170.22,0,1,12,0,small,50000
2022-12-14,store_1,157.81,0,2,12,0,small,50000
2022-12-15,store_1,178.88,0,3,12,0,small,50000
2022-12-16,store_1,188.96,0,4,12,0,small,50000
2022-12-17,store_1,297.02,1,5,12,1,small,50000
2022-12-18,store_1,238.28,0,6,12,1,small,50000
2022-12-19,store_1,185.07,0,0,12,0,small,50000
2022-12-20,store_1,186.2,0,1,12,0,small,50000
2022-12-21,store_1,162.69,0,2,12,0,small,50000
2022-12-22,store_1,165.28,0,3,12,0,small,50000
2022-12-23,store_1,179.2,0,4,12,0,small,50000
2022-12-24,store_1,247.44,0,5,12,1,small,50000
2022-12-25,store_1,274.58,0,6,12,1,small,50000
2022-12-26,store_1,161.89,0,0,12,0,small,50000
2022-12-27,store_1,181.59,0,1,12,0,small,50000
2022-12-28,store_1,178.01,0,2,12,0,small,50000
2022-12-29,store_1,171.8,0,3,12,0,small,50000
2022-12-30,store_1,194.67,0,4,12,0,small,50000
2022-12-31,store_1,330.7,1,5,12,1,small,50000
2023-01-01,store_1,255.01,1,6,1,1,small,50000
2023-01-02,store_1,167.37,1,0,1,0,small,50000
2023-01-03,store_1,179.74,1,1,1,0,small,50000
2023-01-04,store_1,137.58,0,2,1,0,small,50000
2023-01-05,store_1,138.9,0,3,1,0,small,50000
2023-01-06,store_1,164.07,0,4,1,0,small,50000
2023-01-07,store_1,176.01,0,5,1,1,small,50000
2023-01-08,store_1,143.91,0,6,1,1,small,50000
2023-01-09,store_1,137.78,0,0,1,0,small,50000
2023-01-10,store_1,142.66,0,1,1,0,small,50000
2023-01-11,store_1,137.69,0,2,1,0,small,50000
2023-01-12,store_1,105.43,0,3,1,0,small,50000
2023-01-13,store_1,140.34,0,4,1,0,small,50000
2023-01-14,store_1,188.24,0,5,1,1,small,50000
2023-01-15,store_1,218.62,1,6,1,1,small,50000
2023-01-16,store_1,129.6,0,0,1,0,small,50000
2023-01-17,store_1,136.48,0,1,1,0,small,50000
2023-01-18,store_1,130.99,0,2,1,0,small,50000
2023-01-19,store_1,132.68,0,3,1,0,small,50000
2023-01-20,store_1,140.52,0,4,1,0,small,50000
2023-01-21,store_1,171.47,0,5,1,1,small,50000
2023-01-22,store_1,213.83,1,6,1,1,small,50000
2023-01-23,store_1,147.25,0,0,1,0,small,50000
2023-01-24,store_1,125.78,0,1,1,0,small,50000
2023-01-25,store_1,134.96,0,2,1,0,small,50000
2023-01-26,store_1,131.7,0,3,1,0,small,50000
2023-01-27,store_1,124.42,0,4,1,0,small,50000
2023-01-28,store_1,193.34,0,5,1,1,small,50000
2023-01-29,store_1,191.68,0,6,1,1,small,50000
2023-01-30,store_1,133.01,0,0,1,0,small,50000
2023-01-31,store_1,137.16,0,1,1,0,small,50000
2023-02-01,store_1,138.53,0,2,2,0,small,50000
2023-02-02,store_1,125.05,0,3,2,0,small,50000
2023-02-03,store_1,126.43,0,4,2,0,small,50000
2023-02-04,store_1,180.3,0,5,2,1,small,50000
2023-02-05,store_1,163.51,0,6,2,1,small,50000
2023-02-06,store_1,136.95,0,0,2,0,small,50000
2023-02-07,store_1,112.09,0,1,2,0,small,50000
2023-02-08,store_1,132.52,0,2,2,0,small,50000
2023-02-09,store_1,140.56,0,3,2,0,small,50000
2023-02-10,store_1,139.71,0,4,2,0,small,50000
2023-02-11,store_1,197.38,0,5,2,1,small,50000
2023-02-12,store_1,222.27,1,6,2,1,small,50000
2023-02-13,store_1,136.5,0,0,2,0,small,50000
2023-02-14,store_1,147.61,0,1,2,0,small,50000
2023-02-15,store_1,140.53,0,2,2,0,small,50000
2023-02-16,store_1,146.3,0,3,2,0,small,50000
2023-02-17,store_1,124.41,0,4,2,0,small,50000
2023-02-18,store_1,181.86,0,5,2,1,small,50000
2023-02-19,store_1,177.65,0,6,2,1,small,50000
2023-02-20,store_1,138.54,0,0,2,0,small,50000
2023-02-21,store_1,128.73,0,1,2,0,small,50000
2023-02-22,store_1,151.86,0,2,2,0,small,50000
2023-02-23,store_1,145.07,0,3,2,0,small,50000
2023-02-24,store_1,150.33,0,4,2,0,small,50000
2023-02-25,store_1,185.15,0,5,2,1,small,50000
2023-02-26,store_1,170.82,0,6,2,1,small,50000
2023-02-27,store_1,144.31,0,0,2,0,small,50000
2023-02-28,store_1,152.07,0,1,2,0,small,50000
2023-03-01,store_1,140.74,0,2,3,0,small,50000
2023-03-02,store_1,127.46,0,3,3,0,small,50000
2023-03-03,store_1,131.24,0,4,3,0,small,50000
2023-03-04,store_1,181.72,0,5,3,1,small,50000
2023-03-05,store_1,273.06,1,6,3,1,small,50000
2023-03-06,store_1,157.52,0,0,3,0,small,50000
2023-03-07,store_1,128.31,0,1,3,0,small,50000
2023-03-08,store_1,141.68,0,2,3,0,small,50000
2023-03-09,store_1,131.18,0,3,3,0,small,50000
2023-03-10,store_1,123.63,0,4,3,0,small,50000
2023-03-11,store_1,189.66,0,5,3,1,small,50000
2023-03-12,store_1,183.42,0,6,3,1,small,50000
2023-03-13,store_1,140.1,0,0,3,0,small,50000
2023-03-14,store_1,135.98,0,1,3,0,small,50000
2023-03-15,store_1,141.15,0,2,3,0,small,50000
2023-03-16,store_1,140.74,0,3,3,0,small,50000
2023-03-17,store_1,147.06,0,4,3,0,small,50000
2023-03-18,store_1,169.56,0,5,3,1,small,50000
2023-03-19,store_1,194.27,0,6,3,1,small,50000
2023-03-20,store_1,145.96,0,0,3,0,small,50000
2023-03-21,store_1,141.47,0,1,3,0,small,50000
2023-03-22,store_1,138.21,0,2,3,0,small,50000
2023-03-23,store_1,136.85,0,3,3,0,small,50000
2023-03-24,store_1,136.96,0,4,3,0,small,50000
2023-03-25,store_1,245.58,1,5,3,1,small,50000
2023-03-26,store_1,159.82,0,6,3,1,small,50000
2023-03-27,store_1,163.32,0,0,3,0,small,50000
2023-03-28,store_1,149.82,0,1,3,0,small,50000
2023-03-29,store_1,157.95,0,2,3,0,small,50000
2023-03-30,store_1,144.85,0,3,3,0,small,50000
2023-03-31,store_1,131.11,0,4,3,0,small,50000
2023-04-01,store_1,188.51,0,5,4,1,small,50000
2023-04-02,store_1,193.62,0,6,4,1,small,50000
2023-04-03,store_1,127.78,0,0,4,0,small,50000
2023-04-04,store_1,152.25,0,1,4,0,small,50000
2023-04-05,store_1,133.37,0,2,4,0,small,50000
2023-04-06,store_1,146.0,0,3,4,0,small,50000
2023-04-07,store_1,154.04,0,4,4,0,small,50000
2023-04-08,store_1,250.71,1,5,4,1,small,50000
2023-04-09,store_1,202.83,0,6,4,1,small,50000
2023-04-10,store_1,122.08,0,0,4,0,small,50000
2023-04-11,store_1,125.88,0,1,4,0,small,50000
2023-04-12,store_1,129.09,0,2,4,0,small,50000
2023-04-13,store_1,114.99,0,3,4,0,small,50000
2023-04-14,store_1,119.36,0,4,4,0,small,50000
2023-04-15,store_1,202.97,0,5,4,1,small,50000
2023-04-16,store_1,198.75,0,6,4,1,small,50000
2023-04-17,store_1,131.84,0,0,4,0,small,50000
2023-04-18,store_1,162.66,0,1,4,0,small,50000
2023-04-19,store_1,134.92,0,2,4,0,small,50000
2023-04-20,store_1,158.78,0,3,4,0,small,50000
2023-04-21,store_1,159.08,0,4,4,0,small,50000
2023-04-22,store_1,172.79,0,5,4,1,small,50000
2023-04-23,store_1,193.94,0,6,4,1,small,50000
2023-04-24,store_1,150.59,0,0,4,0,small,50000
2023-04-25,store_1,131.08,0,1,4,0,small,50000
2023-04-26,store_1,107.59,0,2,4,0,small,50000
2023-04-27,store_1,147.14,0,3,4,0,small,50000
2023-04-28,store_1,128.96,0,4,4,0,small,50000
2023-04-29,store_1,180.01,0,5,4,1,small,50000
2023-04-30,store_1,184.76,0,6,4,1,small,50000
2023-05-01,store_1,144.71,0,0,5,0,small,50000
2023-05-02,store_1,134.47,0,1,5,0,small,50000
2023-05-03,store_1,141.25,0,2,5,0,small,50000
2023-05-04,store_1,151.63,0,3,5,0,small,50000
2023-05-05,store_1,116.93,0,4,5,0,small,50000
2023-05-06,store_1,161.53,0,5,5,1,small,50000
2023-05-07,store_1,164.99,0,6,5,1,small,50000
2023-05-08,store_1,132.56,0,0,5,0,small,50000
2023-05-09,store_1,146.96,0,1,5,0,small,50000
2023-05-10,store_1,149.87,0,2,5,0,small,50000
2023-05-11,store_1,136.28,0,3,5,0,small,50000
2023-05-12,store_1,136.32,0,4,5,0,small,50000
